line_metric_id,line_id,report_date,event_time,production_status,planned_production_minutes,downtime_minutes,operating_time_minutes,total_count,good_count,reject_count,availability,performance,quality,oee,alarm_count,bottleneck_equipment_id,oee_calculation_method
LMET-PL-SMT-03-20260719-00,PL-SMT-03,2026-07-19,2026-07-19T00:00:00+08:00,RUNNING,60,4,56,633,632,1,0.9333,0.9432,0.9986,0.8791,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-01,PL-SMT-03,2026-07-19,2026-07-19T01:00:00+08:00,RUNNING,60,4,56,840,834,6,0.9333,0.9506,0.994,0.8819,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-02,PL-SMT-03,2026-07-19,2026-07-19T02:00:00+08:00,RUNNING,60,4,56,860,850,10,0.9333,0.9216,0.9893,0.8509,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-03,PL-SMT-03,2026-07-19,2026-07-19T03:00:00+08:00,RUNNING,60,4,56,1309,1296,13,0.9333,0.9356,0.9906,0.865,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-04,PL-SMT-03,2026-07-19,2026-07-19T04:00:00+08:00,RUNNING,60,4,56,907,899,8,0.9333,0.9183,0.9922,0.8504,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-05,PL-SMT-03,2026-07-19,2026-07-19T05:00:00+08:00,RUNNING,60,4,56,808,799,9,0.9333,0.9146,0.9889,0.8441,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-06,PL-SMT-03,2026-07-19,2026-07-19T06:00:00+08:00,RUNNING,60,4,56,867,859,8,0.9333,0.9291,0.9908,0.8592,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-07,PL-SMT-03,2026-07-19,2026-07-19T07:00:00+08:00,RUNNING,60,3,57,644,638,6,0.95,0.9417,0.9909,0.8865,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-08,PL-SMT-03,2026-07-19,2026-07-19T08:00:00+08:00,RUNNING,60,3,57,1328,1321,7,0.95,0.9324,0.9949,0.8813,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-09,PL-SMT-03,2026-07-19,2026-07-19T09:00:00+08:00,RUNNING,60,4,56,837,826,11,0.9333,0.9473,0.988,0.8735,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-10,PL-SMT-03,2026-07-19,2026-07-19T10:00:00+08:00,RUNNING,60,3,57,873,865,8,0.95,0.9193,0.9911,0.8656,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-11,PL-SMT-03,2026-07-19,2026-07-19T11:00:00+08:00,RUNNING,60,4,56,734,729,5,0.9333,0.9187,0.994,0.8523,0,EQ-SMT-L03-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-12,PL-SMT-03,2026-07-19,2026-07-19T12:00:00+08:00,RUNNING,60,3,57,924,919,5,0.95,0.9193,0.9956,0.8695,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-13,PL-SMT-03,2026-07-19,2026-07-19T13:00:00+08:00,RUNNING,60,4,56,893,886,7,0.9333,0.957,0.9922,0.8862,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-14,PL-SMT-03,2026-07-19,2026-07-19T14:00:00+08:00,RUNNING,60,4,56,1310,1307,3,0.9333,0.9364,0.9982,0.8724,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-15,PL-SMT-03,2026-07-19,2026-07-19T15:00:00+08:00,RUNNING,60,4,56,919,909,10,0.9333,0.9303,0.9897,0.8593,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-16,PL-SMT-03,2026-07-19,2026-07-19T16:00:00+08:00,RUNNING,60,4,56,808,802,6,0.9333,0.9141,0.9938,0.8478,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-17,PL-SMT-03,2026-07-19,2026-07-19T17:00:00+08:00,RUNNING,60,2,58,937,926,11,0.9667,0.9156,0.9892,0.8756,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-18,PL-SMT-03,2026-07-19,2026-07-19T18:00:00+08:00,RUNNING,60,4,56,1322,1311,11,0.9333,0.9448,0.9922,0.8749,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-19,PL-SMT-03,2026-07-19,2026-07-19T19:00:00+08:00,RUNNING,60,4,56,747,740,7,0.9333,0.9348,0.9915,0.865,0,EQ-SMT-L03-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-20,PL-SMT-03,2026-07-19,2026-07-19T20:00:00+08:00,RUNNING,60,3,57,824,819,5,0.95,0.9163,0.9947,0.8659,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-21,PL-SMT-03,2026-07-19,2026-07-19T21:00:00+08:00,RUNNING,60,4,56,1277,1275,2,0.9333,0.9128,0.9987,0.8508,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-22,PL-SMT-03,2026-07-19,2026-07-19T22:00:00+08:00,RUNNING,60,4,56,849,845,4,0.9333,0.9104,0.9961,0.8464,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260719-23,PL-SMT-03,2026-07-19,2026-07-19T23:00:00+08:00,RUNNING,60,4,56,827,813,14,0.9333,0.9356,0.9832,0.8585,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-00,PL-SMT-03,2026-07-20,2026-07-20T00:00:00+08:00,RUNNING,60,3,57,917,909,8,0.95,0.9125,0.9918,0.8598,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-01,PL-SMT-03,2026-07-20,2026-07-20T01:00:00+08:00,RUNNING,60,3,57,822,816,6,0.95,0.9135,0.9931,0.8618,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-02,PL-SMT-03,2026-07-20,2026-07-20T02:00:00+08:00,DEGRADED,60,14,46,669,661,8,0.7667,0.9221,0.9882,0.6986,1,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-03,PL-SMT-03,2026-07-20,2026-07-20T03:00:00+08:00,RUNNING,60,4,56,904,902,2,0.9333,0.9151,0.9978,0.8522,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-04,PL-SMT-03,2026-07-20,2026-07-20T04:00:00+08:00,RUNNING,60,3,57,927,916,11,0.95,0.9224,0.9888,0.8665,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-05,PL-SMT-03,2026-07-20,2026-07-20T05:00:00+08:00,RUNNING,60,4,56,857,848,9,0.9333,0.9191,0.9901,0.8493,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-06,PL-SMT-03,2026-07-20,2026-07-20T06:00:00+08:00,RUNNING,60,4,56,808,796,12,0.9333,0.9146,0.9863,0.8419,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-07,PL-SMT-03,2026-07-20,2026-07-20T07:00:00+08:00,RUNNING,60,4,56,612,608,4,0.9333,0.9113,0.9942,0.8456,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-08,PL-SMT-03,2026-07-20,2026-07-20T08:00:00+08:00,RUNNING,60,4,56,1281,1266,15,0.9333,0.9153,0.9886,0.8445,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-09,PL-SMT-03,2026-07-20,2026-07-20T09:00:00+08:00,RUNNING,60,3,57,835,820,15,0.95,0.9286,0.9821,0.8664,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-10,PL-SMT-03,2026-07-20,2026-07-20T10:00:00+08:00,DEGRADED,60,15,45,599,591,8,0.75,0.9327,0.9883,0.6913,1,EQ-SMT-L03-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-11,PL-SMT-03,2026-07-20,2026-07-20T11:00:00+08:00,RUNNING,60,4,56,1295,1288,7,0.9333,0.9251,0.995,0.8591,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-12,PL-SMT-03,2026-07-20,2026-07-20T12:00:00+08:00,RUNNING,60,2,58,754,751,3,0.9667,0.9101,0.9971,0.8772,0,EQ-SMT-L03-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-13,PL-SMT-03,2026-07-20,2026-07-20T13:00:00+08:00,RUNNING,60,3,57,634,628,6,0.95,0.9282,0.9919,0.8746,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-14,PL-SMT-03,2026-07-20,2026-07-20T14:00:00+08:00,RUNNING,60,4,56,619,615,4,0.9333,0.9214,0.9945,0.8552,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-15,PL-SMT-03,2026-07-20,2026-07-20T15:00:00+08:00,RUNNING,60,4,56,1283,1271,12,0.9333,0.9171,0.9911,0.8483,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-16,PL-SMT-03,2026-07-20,2026-07-20T16:00:00+08:00,RUNNING,60,2,58,949,939,10,0.9667,0.9278,0.9895,0.8875,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-17,PL-SMT-03,2026-07-20,2026-07-20T17:00:00+08:00,RUNNING,60,3,57,633,629,4,0.95,0.9264,0.9938,0.8746,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-18,PL-SMT-03,2026-07-20,2026-07-20T18:00:00+08:00,RUNNING,60,4,56,618,612,6,0.9333,0.9204,0.9903,0.8507,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-19,PL-SMT-03,2026-07-20,2026-07-20T19:00:00+08:00,RUNNING,60,4,56,1303,1300,3,0.9333,0.931,0.998,0.8672,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-20,PL-SMT-03,2026-07-20,2026-07-20T20:00:00+08:00,RUNNING,60,1,59,652,646,6,0.9833,0.9213,0.9921,0.8988,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-21,PL-SMT-03,2026-07-20,2026-07-20T21:00:00+08:00,RUNNING,60,4,56,613,609,4,0.9333,0.9123,0.9942,0.8465,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-22,PL-SMT-03,2026-07-20,2026-07-20T22:00:00+08:00,RUNNING,60,4,56,807,797,10,0.9333,0.9135,0.9879,0.8423,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260720-23,PL-SMT-03,2026-07-20,2026-07-20T23:00:00+08:00,RUNNING,60,4,56,879,876,3,0.9333,0.9426,0.9974,0.8774,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-00,PL-SMT-03,2026-07-21,2026-07-21T00:00:00+08:00,RUNNING,60,2,58,937,930,7,0.9667,0.9157,0.9929,0.8789,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-01,PL-SMT-03,2026-07-21,2026-07-21T01:00:00+08:00,RUNNING,60,3,57,638,632,6,0.95,0.9333,0.9911,0.8787,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-02,PL-SMT-03,2026-07-21,2026-07-21T02:00:00+08:00,RUNNING,60,4,56,905,897,8,0.9333,0.9166,0.9912,0.8479,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-03,PL-SMT-03,2026-07-21,2026-07-21T03:00:00+08:00,RUNNING,60,3,57,884,878,6,0.95,0.9307,0.9941,0.8789,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-04,PL-SMT-03,2026-07-21,2026-07-21T04:00:00+08:00,RUNNING,60,3,57,842,829,13,0.95,0.9356,0.9846,0.8751,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-05,PL-SMT-03,2026-07-21,2026-07-21T05:00:00+08:00,DEGRADED,60,13,47,1131,1122,9,0.7833,0.9632,0.9928,0.749,1,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-06,PL-SMT-03,2026-07-21,2026-07-21T06:00:00+08:00,RUNNING,60,4,56,943,931,12,0.9333,0.9548,0.9882,0.8806,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-07,PL-SMT-03,2026-07-21,2026-07-21T07:00:00+08:00,RUNNING,60,4,56,829,818,11,0.9333,0.9379,0.9873,0.8642,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-08,PL-SMT-03,2026-07-21,2026-07-21T08:00:00+08:00,RUNNING,60,4,56,879,873,6,0.9333,0.9424,0.9934,0.8737,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-09,PL-SMT-03,2026-07-21,2026-07-21T09:00:00+08:00,RUNNING,60,4,56,1300,1292,8,0.9333,0.9292,0.994,0.862,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-10,PL-SMT-03,2026-07-21,2026-07-21T10:00:00+08:00,RUNNING,60,3,57,622,619,3,0.95,0.9107,0.9967,0.8623,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-11,PL-SMT-03,2026-07-21,2026-07-21T11:00:00+08:00,RUNNING,60,4,56,886,878,8,0.9333,0.95,0.9912,0.8788,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-12,PL-SMT-03,2026-07-21,2026-07-21T12:00:00+08:00,RUNNING,60,4,56,1338,1323,15,0.9333,0.9563,0.989,0.8827,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-13,PL-SMT-03,2026-07-21,2026-07-21T13:00:00+08:00,RUNNING,60,4,56,930,919,11,0.9333,0.9417,0.9887,0.869,0,EQ-SMT-L03-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-14,PL-SMT-03,2026-07-21,2026-07-21T14:00:00+08:00,RUNNING,60,4,56,830,823,7,0.9333,0.9393,0.9923,0.8699,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-15,PL-SMT-03,2026-07-21,2026-07-21T15:00:00+08:00,RUNNING,60,4,56,867,862,5,0.9333,0.9295,0.9945,0.8627,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-16,PL-SMT-03,2026-07-21,2026-07-21T16:00:00+08:00,RUNNING,60,4,56,1285,1274,11,0.9333,0.9182,0.992,0.8501,0,EQ-SMT-L03-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-17,PL-SMT-03,2026-07-21,2026-07-21T17:00:00+08:00,RUNNING,60,4,56,744,742,2,0.9333,0.9305,0.9986,0.8672,0,EQ-SMT-L03-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-18,PL-SMT-03,2026-07-21,2026-07-21T18:00:00+08:00,RUNNING,60,4,56,805,800,5,0.9333,0.9107,0.9947,0.8455,0,EQ-SMT-L03-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-19,PL-SMT-03,2026-07-21,2026-07-21T19:00:00+08:00,RUNNING,60,4,56,875,864,11,0.9333,0.938,0.9884,0.8653,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-20,PL-SMT-03,2026-07-21,2026-07-21T20:00:00+08:00,RUNNING,60,4,56,878,871,7,0.9333,0.9414,0.9928,0.8723,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-21,PL-SMT-03,2026-07-21,2026-07-21T21:00:00+08:00,RUNNING,60,3,57,741,737,4,0.95,0.9106,0.9956,0.8613,0,EQ-SMT-L03-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-22,PL-SMT-03,2026-07-21,2026-07-21T22:00:00+08:00,RUNNING,60,4,56,620,617,3,0.9333,0.9231,0.9959,0.858,0,EQ-SMT-L03-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-03-20260721-23,PL-SMT-03,2026-07-21,2026-07-21T23:00:00+08:00,RUNNING,60,3,57,866,856,10,0.95,0.9118,0.9888,0.8565,0,EQ-SMT-L03-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-00,PL-SMT-04,2026-07-14,2026-07-14T00:00:00+08:00,RUNNING,60,4,56,863,853,10,0.9333,0.9253,0.9889,0.854,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-01,PL-SMT-04,2026-07-14,2026-07-14T01:00:00+08:00,RUNNING,60,4,56,1274,1269,5,0.9333,0.9104,0.9967,0.8469,0,EQ-SMT-L04-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-02,PL-SMT-04,2026-07-14,2026-07-14T02:00:00+08:00,RUNNING,60,4,56,729,725,4,0.9333,0.9121,0.9958,0.8477,0,EQ-SMT-L04-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-03,PL-SMT-04,2026-07-14,2026-07-14T03:00:00+08:00,RUNNING,60,4,56,846,839,7,0.9333,0.9569,0.9918,0.8858,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-04,PL-SMT-04,2026-07-14,2026-07-14T04:00:00+08:00,RUNNING,60,4,56,885,883,2,0.9333,0.9487,0.9985,0.8841,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-05,PL-SMT-04,2026-07-14,2026-07-14T05:00:00+08:00,RUNNING,60,4,56,1315,1305,10,0.9333,0.9396,0.9926,0.8704,0,EQ-SMT-L04-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-06,PL-SMT-04,2026-07-14,2026-07-14T06:00:00+08:00,RUNNING,60,4,56,753,746,7,0.9333,0.9413,0.9917,0.8712,0,EQ-SMT-L04-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-07,PL-SMT-04,2026-07-14,2026-07-14T07:00:00+08:00,RUNNING,60,4,56,830,817,13,0.9333,0.9394,0.9852,0.8638,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-08,PL-SMT-04,2026-07-14,2026-07-14T08:00:00+08:00,RUNNING,60,4,56,854,843,11,0.9333,0.916,0.9882,0.8448,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-09,PL-SMT-04,2026-07-14,2026-07-14T09:00:00+08:00,RUNNING,60,4,56,1354,1341,13,0.9333,0.9675,0.9905,0.8944,0,EQ-SMT-L04-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-10,PL-SMT-04,2026-07-14,2026-07-14T10:00:00+08:00,RUNNING,60,4,56,809,804,5,0.9333,0.9157,0.9943,0.8498,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-11,PL-SMT-04,2026-07-14,2026-07-14T11:00:00+08:00,RUNNING,60,1,59,854,843,11,0.9833,0.9176,0.9879,0.8914,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-12,PL-SMT-04,2026-07-14,2026-07-14T12:00:00+08:00,RUNNING,60,4,56,1283,1275,8,0.9333,0.9169,0.9939,0.8505,0,EQ-SMT-L04-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-13,PL-SMT-04,2026-07-14,2026-07-14T13:00:00+08:00,RUNNING,60,3,57,824,813,11,0.95,0.9162,0.9875,0.8595,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-14,PL-SMT-04,2026-07-14,2026-07-14T14:00:00+08:00,RUNNING,60,3,57,756,750,6,0.95,0.9294,0.9924,0.8762,0,EQ-SMT-L04-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-15,PL-SMT-04,2026-07-14,2026-07-14T15:00:00+08:00,RUNNING,60,4,56,884,877,7,0.9333,0.9477,0.9925,0.8779,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-16,PL-SMT-04,2026-07-14,2026-07-14T16:00:00+08:00,DEGRADED,60,25,35,571,564,7,0.5833,0.925,0.9893,0.5338,1,EQ-SMT-L04-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-17,PL-SMT-04,2026-07-14,2026-07-14T17:00:00+08:00,RUNNING,60,4,56,617,610,7,0.9333,0.9182,0.9892,0.8477,0,EQ-SMT-L04-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-18,PL-SMT-04,2026-07-14,2026-07-14T18:00:00+08:00,RUNNING,60,4,56,820,806,14,0.9333,0.9284,0.9841,0.8527,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-19,PL-SMT-04,2026-07-14,2026-07-14T19:00:00+08:00,RUNNING,60,3,57,1317,1311,6,0.95,0.9246,0.9955,0.8744,0,EQ-SMT-L04-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-20,PL-SMT-04,2026-07-14,2026-07-14T20:00:00+08:00,RUNNING,60,2,58,758,750,8,0.9667,0.9157,0.9905,0.8768,0,EQ-SMT-L04-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-21,PL-SMT-04,2026-07-14,2026-07-14T21:00:00+08:00,RUNNING,60,4,56,806,795,11,0.9333,0.912,0.9869,0.84,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-22,PL-SMT-04,2026-07-14,2026-07-14T22:00:00+08:00,RUNNING,60,4,56,735,730,5,0.9333,0.9195,0.9933,0.8524,0,EQ-SMT-L04-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260714-23,PL-SMT-04,2026-07-14,2026-07-14T23:00:00+08:00,RUNNING,60,3,57,883,881,2,0.95,0.93,0.9978,0.8816,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-00,PL-SMT-04,2026-07-15,2026-07-15T00:00:00+08:00,RUNNING,60,3,57,636,631,5,0.95,0.9306,0.9931,0.878,0,EQ-SMT-L04-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-01,PL-SMT-04,2026-07-15,2026-07-15T01:00:00+08:00,RUNNING,60,4,56,865,857,8,0.9333,0.9268,0.9919,0.858,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-02,PL-SMT-04,2026-07-15,2026-07-15T02:00:00+08:00,RUNNING,60,1,59,783,773,10,0.9833,0.9291,0.9881,0.9027,0,EQ-SMT-L04-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-03,PL-SMT-04,2026-07-15,2026-07-15T03:00:00+08:00,DEGRADED,60,26,34,537,532,5,0.5667,0.9485,0.9916,0.533,1,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-04,PL-SMT-04,2026-07-15,2026-07-15T04:00:00+08:00,RUNNING,60,4,56,1320,1310,10,0.9333,0.9435,0.9925,0.874,0,EQ-SMT-L04-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-05,PL-SMT-04,2026-07-15,2026-07-15T05:00:00+08:00,RUNNING,60,4,56,898,894,4,0.9333,0.9627,0.9959,0.8948,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-06,PL-SMT-04,2026-07-15,2026-07-15T06:00:00+08:00,RUNNING,60,4,56,843,830,13,0.9333,0.9538,0.9849,0.8767,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-07,PL-SMT-04,2026-07-15,2026-07-15T07:00:00+08:00,RUNNING,60,4,56,620,617,3,0.9333,0.9238,0.9956,0.8584,0,EQ-SMT-L04-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-08,PL-SMT-04,2026-07-15,2026-07-15T08:00:00+08:00,RUNNING,60,3,57,625,620,5,0.95,0.9142,0.9926,0.8621,0,EQ-SMT-L04-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-09,PL-SMT-04,2026-07-15,2026-07-15T09:00:00+08:00,RUNNING,60,4,56,873,866,7,0.9333,0.9361,0.9925,0.8671,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-10,PL-SMT-04,2026-07-15,2026-07-15T10:00:00+08:00,RUNNING,60,3,57,824,811,13,0.95,0.9158,0.9847,0.8567,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-11,PL-SMT-04,2026-07-15,2026-07-15T11:00:00+08:00,RUNNING,60,2,58,848,839,9,0.9667,0.9261,0.9895,0.8859,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-12,PL-SMT-04,2026-07-15,2026-07-15T12:00:00+08:00,RUNNING,60,4,56,856,854,2,0.9333,0.9176,0.9984,0.855,0,EQ-SMT-L04-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-04-20260715-13,PL-SMT-04,2026-07-15,2026-07-15T13:00:00+08:00,RUNNING,60,4,56,812,805,7,0.9333,0.9185,0.9923,0.8506,0,EQ-SMT-L04-AOI01,BOTTLENECK_EQUIPMENT
