metric_id,line_id,equipment_id,report_date,event_time,equipment_status,pcb_barcode_reading,planned_production_minutes,downtime_minutes,operating_time_minutes,ideal_cycle_time_seconds,total_count,good_count,reject_count,availability,performance,quality,oee,alarm_count
MET-EQ-SMT-L02-RFL01-20260716-04,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T04:00:00+08:00,RUNNING,,60,2,58,4.2,785,776,9,0.9667,0.9486,0.9895,0.9074,0
MET-EQ-SMT-L02-RFL01-20260716-05,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T05:00:00+08:00,RUNNING,,60,3,57,4.2,767,761,6,0.95,0.9424,0.993,0.889,0
MET-EQ-SMT-L02-RFL01-20260716-06,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T06:00:00+08:00,RUNNING,,60,4,56,4.2,749,744,5,0.9333,0.9373,0.9936,0.8692,0
MET-EQ-SMT-L02-RFL01-20260716-07,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T07:00:00+08:00,RUNNING,,60,1,59,4.2,799,795,4,0.9833,0.9486,0.9955,0.9286,0
MET-EQ-SMT-L02-RFL01-20260716-08,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T08:00:00+08:00,RUNNING,,60,2,58,4.2,772,770,2,0.9667,0.9326,0.9976,0.8994,0
MET-EQ-SMT-L02-RFL01-20260716-09,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T09:00:00+08:00,RUNNING,,60,3,57,4.2,755,747,8,0.95,0.9278,0.9905,0.873,0
MET-EQ-SMT-L02-RFL01-20260716-10,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T10:00:00+08:00,RUNNING,,60,3,57,4.2,777,776,1,0.95,0.9553,0.9988,0.9064,0
MET-EQ-SMT-L02-RFL01-20260716-11,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T11:00:00+08:00,RUNNING,,60,2,58,4.2,778,772,6,0.9667,0.9401,0.9927,0.9022,0
MET-EQ-SMT-L02-RFL01-20260716-12,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T12:00:00+08:00,RUNNING,,60,1,59,4.2,806,796,10,0.9833,0.9567,0.9881,0.9295,0
MET-EQ-SMT-L02-RFL01-20260716-13,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T13:00:00+08:00,RUNNING,,60,4,56,4.2,763,757,6,0.9333,0.9548,0.9931,0.885,0
MET-EQ-SMT-L02-RFL01-20260716-14,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T14:00:00+08:00,RUNNING,,60,3,57,4.2,768,758,10,0.95,0.9438,0.9881,0.8859,0
MET-EQ-SMT-L02-RFL01-20260716-15,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T15:00:00+08:00,RUNNING,,60,2,58,4.2,788,781,7,0.9667,0.952,0.992,0.9129,0
MET-EQ-SMT-L02-RFL01-20260716-16,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T16:00:00+08:00,RUNNING,,60,1,59,4.2,809,804,5,0.9833,0.9603,0.9945,0.9391,0
MET-EQ-SMT-L02-RFL01-20260716-17,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T17:00:00+08:00,RUNNING,,60,4,56,4.2,736,728,8,0.9333,0.9205,0.9892,0.8498,0
MET-EQ-SMT-L02-RFL01-20260716-18,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T18:00:00+08:00,RUNNING,,60,3,57,4.2,788,784,4,0.95,0.9688,0.9959,0.9166,0
MET-EQ-SMT-L02-RFL01-20260716-19,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T19:00:00+08:00,RUNNING,,60,2,58,4.2,760,756,4,0.9667,0.9184,0.9957,0.884,0
MET-EQ-SMT-L02-RFL01-20260716-20,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T20:00:00+08:00,RUNNING,,60,2,58,4.2,779,773,6,0.9667,0.9407,0.993,0.903,0
MET-EQ-SMT-L02-RFL01-20260716-21,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T21:00:00+08:00,RUNNING,,60,3,57,4.2,783,774,9,0.95,0.9618,0.9895,0.9041,0
MET-EQ-SMT-L02-RFL01-20260716-22,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T22:00:00+08:00,FAULT,,60,18,42,4.2,578,573,5,0.7,0.9648,0.9926,0.6704,1
MET-EQ-SMT-L02-RFL01-20260716-23,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-16,2026-07-16T23:00:00+08:00,RUNNING,,60,1,59,4.2,791,789,2,0.9833,0.9392,0.9984,0.922,0
MET-EQ-SMT-L02-RFL01-20260717-00,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T00:00:00+08:00,RUNNING,,60,3,57,4.2,785,782,3,0.95,0.9651,0.9972,0.9143,0
MET-EQ-SMT-L02-RFL01-20260717-01,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T01:00:00+08:00,RUNNING,,60,2,58,4.2,808,799,9,0.9667,0.9753,0.9899,0.9333,0
MET-EQ-SMT-L02-RFL01-20260717-02,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T02:00:00+08:00,RUNNING,,60,1,59,4.2,809,800,9,0.9833,0.9603,0.99,0.9348,0
MET-EQ-SMT-L02-RFL01-20260717-03,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T03:00:00+08:00,RUNNING,,60,4,56,4.2,774,767,7,0.9333,0.9677,0.9921,0.896,0
MET-EQ-SMT-L02-RFL01-20260717-04,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T04:00:00+08:00,RUNNING,,60,3,57,4.2,793,788,5,0.95,0.975,0.9941,0.9208,0
MET-EQ-SMT-L02-RFL01-20260717-05,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T05:00:00+08:00,RUNNING,,60,2,58,4.2,781,780,1,0.9667,0.9434,0.9989,0.911,0
MET-EQ-SMT-L02-RFL01-20260717-06,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T06:00:00+08:00,RUNNING,,60,1,59,4.2,769,764,5,0.9833,0.9134,0.9945,0.8932,0
MET-EQ-SMT-L02-RFL01-20260717-07,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T07:00:00+08:00,RUNNING,,60,4,56,4.2,734,725,9,0.9333,0.9182,0.9889,0.8474,0
MET-EQ-SMT-L02-RFL01-20260717-08,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T08:00:00+08:00,RUNNING,,60,3,57,4.2,770,762,8,0.95,0.946,0.9897,0.8894,0
MET-EQ-SMT-L02-RFL01-20260717-09,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T09:00:00+08:00,RUNNING,,60,2,58,4.2,761,758,3,0.9667,0.9187,0.9965,0.885,0
MET-EQ-SMT-L02-RFL01-20260717-10,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T10:00:00+08:00,RUNNING,,60,4,56,4.2,761,756,5,0.9333,0.9522,0.9945,0.8838,0
MET-EQ-SMT-L02-RFL01-20260717-11,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T11:00:00+08:00,RUNNING,,60,1,59,4.2,780,772,8,0.9833,0.9258,0.9906,0.9018,0
MET-EQ-SMT-L02-RFL01-20260717-12,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T12:00:00+08:00,RUNNING,,60,2,58,4.2,778,769,9,0.9667,0.9398,0.9892,0.8987,0
MET-EQ-SMT-L02-RFL01-20260717-13,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T13:00:00+08:00,RUNNING,,60,3,57,4.2,765,758,7,0.95,0.9402,0.9914,0.8855,0
MET-EQ-SMT-L02-RFL01-20260717-14,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T14:00:00+08:00,RUNNING,,60,4,56,4.2,729,722,7,0.9333,0.9114,0.9904,0.8424,0
MET-EQ-SMT-L02-RFL01-20260717-15,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T15:00:00+08:00,RUNNING,,60,1,59,4.2,809,799,10,0.9833,0.9609,0.9885,0.934,0
MET-EQ-SMT-L02-RFL01-20260717-16,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T16:00:00+08:00,RUNNING,,60,2,58,4.2,779,774,5,0.9667,0.9408,0.9939,0.9039,0
MET-EQ-SMT-L02-RFL01-20260717-17,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T17:00:00+08:00,RUNNING,,60,3,57,4.2,797,787,10,0.95,0.9791,0.9883,0.9193,0
MET-EQ-SMT-L02-RFL01-20260717-18,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T18:00:00+08:00,RUNNING,,60,4,56,4.2,751,742,9,0.9333,0.9393,0.9884,0.8665,0
MET-EQ-SMT-L02-RFL01-20260717-19,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T19:00:00+08:00,RUNNING,,60,1,59,4.2,789,783,6,0.9833,0.9367,0.9934,0.915,0
MET-EQ-SMT-L02-RFL01-20260717-20,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T20:00:00+08:00,RUNNING,,60,1,59,4.2,823,814,9,0.9833,0.9768,0.99,0.9509,0
MET-EQ-SMT-L02-RFL01-20260717-21,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T21:00:00+08:00,RUNNING,,60,4,56,4.2,745,738,7,0.9333,0.9319,0.9916,0.8624,0
MET-EQ-SMT-L02-RFL01-20260717-22,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T22:00:00+08:00,RUNNING,,60,3,57,4.2,786,782,4,0.95,0.9657,0.9952,0.913,0
MET-EQ-SMT-L02-RFL01-20260717-23,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-17,2026-07-17T23:00:00+08:00,RUNNING,,60,2,58,4.2,778,769,9,0.9667,0.9399,0.9896,0.8992,0
MET-EQ-SMT-L02-RFL01-20260718-00,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T00:00:00+08:00,RUNNING,,60,4,56,4.2,731,726,5,0.9333,0.9146,0.9943,0.8487,0
MET-EQ-SMT-L02-RFL01-20260718-01,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T01:00:00+08:00,RUNNING,,60,1,59,4.2,806,799,7,0.9833,0.9569,0.9919,0.9333,0
MET-EQ-SMT-L02-RFL01-20260718-02,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T02:00:00+08:00,RUNNING,,60,2,58,4.2,778,775,3,0.9667,0.9397,0.9969,0.9056,0
MET-EQ-SMT-L02-RFL01-20260718-03,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T03:00:00+08:00,RUNNING,,60,3,57,4.2,769,767,2,0.95,0.9446,0.9974,0.895,0
MET-EQ-SMT-L02-RFL01-20260718-04,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T04:00:00+08:00,RUNNING,,60,4,56,4.2,758,756,2,0.9333,0.9479,0.9982,0.8831,0
MET-EQ-SMT-L02-RFL01-20260718-05,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T05:00:00+08:00,RUNNING,,60,1,59,4.2,791,788,3,0.9833,0.9386,0.9968,0.92,0
MET-EQ-SMT-L02-RFL01-20260718-06,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T06:00:00+08:00,RUNNING,,60,2,58,4.2,801,792,9,0.9667,0.9668,0.9891,0.9244,0
MET-EQ-SMT-L02-RFL01-20260718-07,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T07:00:00+08:00,RUNNING,,60,3,57,4.2,777,767,10,0.95,0.9551,0.9883,0.8967,0
MET-EQ-SMT-L02-RFL01-20260718-08,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T08:00:00+08:00,RUNNING,,60,4,56,4.2,752,745,7,0.9333,0.9411,0.9916,0.871,0
MET-EQ-SMT-L02-RFL01-20260718-09,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T09:00:00+08:00,RUNNING,,60,1,59,4.2,796,789,7,0.9833,0.9448,0.9918,0.9214,0
MET-EQ-SMT-L02-RFL01-20260718-10,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T10:00:00+08:00,RUNNING,,60,1,59,4.2,812,804,8,0.9833,0.964,0.9905,0.9389,0
MET-EQ-SMT-L02-RFL01-20260718-11,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T11:00:00+08:00,RUNNING,,60,4,56,4.2,731,725,6,0.9333,0.9145,0.9924,0.847,0
MET-EQ-SMT-L02-RFL01-20260718-12,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T12:00:00+08:00,RUNNING,,60,3,57,4.2,742,734,8,0.95,0.9122,0.9903,0.8582,0
MET-EQ-SMT-L02-RFL01-20260718-13,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T13:00:00+08:00,RUNNING,,60,2,58,4.2,782,778,4,0.9667,0.9439,0.9958,0.9086,0
MET-EQ-SMT-L02-RFL01-20260718-14,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T14:00:00+08:00,RUNNING,,60,1,59,4.2,782,776,6,0.9833,0.9289,0.9926,0.9066,0
MET-EQ-SMT-L02-RFL01-20260718-15,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T15:00:00+08:00,RUNNING,,60,4,56,4.2,764,761,3,0.9333,0.9553,0.9965,0.8885,0
MET-EQ-SMT-L02-RFL01-20260718-16,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T16:00:00+08:00,RUNNING,,60,3,57,4.2,768,762,6,0.95,0.9433,0.9934,0.8902,0
MET-EQ-SMT-L02-RFL01-20260718-17,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T17:00:00+08:00,RUNNING,,60,2,58,4.2,781,774,7,0.9667,0.9428,0.9912,0.9034,0
MET-EQ-SMT-L02-RFL01-20260718-18,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T18:00:00+08:00,RUNNING,,60,1,59,4.2,807,798,9,0.9833,0.958,0.989,0.9316,0
MET-EQ-SMT-L02-RFL01-20260718-19,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T19:00:00+08:00,RUNNING,,60,4,56,4.2,764,762,2,0.9333,0.956,0.9981,0.8905,0
MET-EQ-SMT-L02-RFL01-20260718-20,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T20:00:00+08:00,RUNNING,,60,4,56,4.2,766,757,9,0.9333,0.9586,0.9887,0.8846,0
MET-EQ-SMT-L02-RFL01-20260718-21,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T21:00:00+08:00,RUNNING,,60,1,59,4.2,803,798,5,0.9833,0.9538,0.9944,0.9326,0
MET-EQ-SMT-L02-RFL01-20260718-22,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T22:00:00+08:00,RUNNING,,60,2,58,4.2,757,756,1,0.9667,0.9138,0.9987,0.8822,0
MET-EQ-SMT-L02-RFL01-20260718-23,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-18,2026-07-18T23:00:00+08:00,RUNNING,,60,3,57,4.2,769,764,5,0.95,0.9454,0.994,0.8927,0
MET-EQ-SMT-L02-RFL01-20260719-00,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T00:00:00+08:00,RUNNING,,60,1,59,4.2,805,800,5,0.9833,0.9557,0.9943,0.9344,0
MET-EQ-SMT-L02-RFL01-20260719-01,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T01:00:00+08:00,RUNNING,,60,4,56,4.2,740,736,4,0.9333,0.9253,0.9958,0.86,0
MET-EQ-SMT-L02-RFL01-20260719-02,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T02:00:00+08:00,RUNNING,,60,3,57,4.2,774,765,9,0.95,0.9514,0.9889,0.8938,0
MET-EQ-SMT-L02-RFL01-20260719-03,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T03:00:00+08:00,RUNNING,,60,2,58,4.2,762,758,4,0.9667,0.9201,0.9959,0.8858,0
MET-EQ-SMT-L02-RFL01-20260719-04,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T04:00:00+08:00,RUNNING,,60,1,59,4.2,776,772,4,0.9833,0.921,0.9957,0.9017,0
MET-EQ-SMT-L02-RFL01-20260719-05,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T05:00:00+08:00,RUNNING,,60,4,56,4.2,760,751,9,0.9333,0.9506,0.9892,0.8776,0
MET-EQ-SMT-L02-RFL01-20260719-06,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T06:00:00+08:00,RUNNING,,60,3,57,4.2,751,747,4,0.95,0.9229,0.9958,0.8731,0
MET-EQ-SMT-L02-RFL01-20260719-07,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T07:00:00+08:00,FAULT,,60,23,37,4.2,489,486,3,0.6167,0.9261,0.995,0.5683,1
MET-EQ-SMT-L02-RFL01-20260719-08,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T08:00:00+08:00,RUNNING,,60,1,59,4.2,825,822,3,0.9833,0.9791,0.9967,0.9596,0
MET-EQ-SMT-L02-RFL01-20260719-09,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T09:00:00+08:00,RUNNING,,60,4,56,4.2,783,781,2,0.9333,0.9792,0.9983,0.9123,0
MET-EQ-SMT-L02-RFL01-20260719-10,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T10:00:00+08:00,RUNNING,,60,2,58,4.2,770,763,7,0.9667,0.9295,0.991,0.8905,0
MET-EQ-SMT-L02-RFL01-20260719-11,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T11:00:00+08:00,RUNNING,,60,3,57,4.2,783,777,6,0.95,0.9627,0.9936,0.9087,0
MET-EQ-SMT-L02-RFL01-20260719-12,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T12:00:00+08:00,RUNNING,,60,4,56,4.2,739,731,8,0.9333,0.9245,0.9898,0.854,0
MET-EQ-SMT-L02-RFL01-20260719-13,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T13:00:00+08:00,RUNNING,,60,1,59,4.2,779,769,10,0.9833,0.9244,0.9882,0.8982,0
MET-EQ-SMT-L02-RFL01-20260719-14,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T14:00:00+08:00,RUNNING,,60,2,58,4.2,780,775,5,0.9667,0.9422,0.9947,0.906,0
MET-EQ-SMT-L02-RFL01-20260719-15,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T15:00:00+08:00,RUNNING,,60,3,57,4.2,754,747,7,0.95,0.9262,0.9908,0.8718,0
MET-EQ-SMT-L02-RFL01-20260719-16,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T16:00:00+08:00,RUNNING,,60,4,56,4.2,751,748,3,0.9333,0.94,0.9967,0.8744,0
MET-EQ-SMT-L02-RFL01-20260719-17,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T17:00:00+08:00,RUNNING,,60,1,59,4.2,816,807,9,0.9833,0.9691,0.9892,0.9426,0
MET-EQ-SMT-L02-RFL01-20260719-18,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T18:00:00+08:00,RUNNING,,60,2,58,4.2,774,772,2,0.9667,0.9353,0.9985,0.9028,0
MET-EQ-SMT-L02-RFL01-20260719-19,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T19:00:00+08:00,RUNNING,,60,3,57,4.2,787,780,7,0.95,0.9666,0.9914,0.9104,0
MET-EQ-SMT-L02-RFL01-20260719-20,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T20:00:00+08:00,RUNNING,,60,3,57,4.2,772,764,8,0.95,0.9491,0.9907,0.8933,0
MET-EQ-SMT-L02-RFL01-20260719-21,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T21:00:00+08:00,RUNNING,,60,2,58,4.2,768,764,4,0.9667,0.9271,0.9959,0.8926,0
MET-EQ-SMT-L02-RFL01-20260719-22,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T22:00:00+08:00,RUNNING,,60,1,59,4.2,814,810,4,0.9833,0.9667,0.9959,0.9467,0
MET-EQ-SMT-L02-RFL01-20260719-23,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-19,2026-07-19T23:00:00+08:00,RUNNING,,60,4,56,4.2,766,764,2,0.9333,0.9577,0.9979,0.8919,0
MET-EQ-SMT-L02-RFL01-20260720-00,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T00:00:00+08:00,RUNNING,,60,2,58,4.2,790,786,4,0.9667,0.9545,0.996,0.919,0
MET-EQ-SMT-L02-RFL01-20260720-01,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T01:00:00+08:00,RUNNING,,60,3,57,4.2,742,733,9,0.95,0.912,0.9881,0.8561,0
MET-EQ-SMT-L02-RFL01-20260720-02,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T02:00:00+08:00,RUNNING,,60,4,56,4.2,746,742,4,0.9333,0.9329,0.9952,0.8665,0
MET-EQ-SMT-L02-RFL01-20260720-03,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T03:00:00+08:00,RUNNING,,60,1,59,4.2,808,800,8,0.9833,0.9589,0.9909,0.9343,0
MET-EQ-SMT-L02-RFL01-20260720-04,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T04:00:00+08:00,RUNNING,,60,2,58,4.2,765,755,10,0.9667,0.9234,0.9881,0.882,0
MET-EQ-SMT-L02-RFL01-20260720-05,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T05:00:00+08:00,RUNNING,,60,3,57,4.2,773,768,5,0.95,0.9493,0.9936,0.8961,0
MET-EQ-SMT-L02-RFL01-20260720-06,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T06:00:00+08:00,RUNNING,,60,4,56,4.2,732,724,8,0.9333,0.9154,0.99,0.8458,0
MET-EQ-SMT-L02-RFL01-20260720-07,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T07:00:00+08:00,RUNNING,,60,1,59,4.2,809,799,10,0.9833,0.9603,0.9884,0.9333,0
MET-EQ-SMT-L02-RFL01-20260720-08,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T08:00:00+08:00,RUNNING,,60,2,58,4.2,761,756,5,0.9667,0.9186,0.9941,0.8828,0
MET-EQ-SMT-L02-RFL01-20260720-09,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T09:00:00+08:00,RUNNING,,60,3,57,4.2,741,736,5,0.95,0.9109,0.9941,0.8602,0
MET-EQ-SMT-L02-RFL01-20260720-10,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T10:00:00+08:00,RUNNING,,60,3,57,4.2,779,773,6,0.95,0.9578,0.993,0.9035,0
MET-EQ-SMT-L02-RFL01-20260720-11,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T11:00:00+08:00,RUNNING,,60,2,58,4.2,776,773,3,0.9667,0.9367,0.9965,0.9023,0
MET-EQ-SMT-L02-RFL01-20260720-12,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T12:00:00+08:00,RUNNING,,60,1,59,4.2,788,780,8,0.9833,0.9352,0.9909,0.9112,0
MET-EQ-SMT-L02-RFL01-20260720-13,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T13:00:00+08:00,RUNNING,,60,4,56,4.2,768,765,3,0.9333,0.9608,0.9962,0.8933,0
MET-EQ-SMT-L02-RFL01-20260720-14,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T14:00:00+08:00,RUNNING,,60,3,57,4.2,783,781,2,0.95,0.9619,0.9986,0.9125,0
MET-EQ-SMT-L02-RFL01-20260720-15,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T15:00:00+08:00,RUNNING,,60,2,58,4.2,784,777,7,0.9667,0.9467,0.9919,0.9078,0
MET-EQ-SMT-L02-RFL01-20260720-16,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T16:00:00+08:00,RUNNING,,60,1,59,4.2,770,768,2,0.9833,0.9145,0.9979,0.8973,0
MET-EQ-SMT-L02-RFL01-20260720-17,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T17:00:00+08:00,RUNNING,,60,4,56,4.2,739,733,6,0.9333,0.9249,0.9922,0.8565,0
MET-EQ-SMT-L02-RFL01-20260720-18,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T18:00:00+08:00,RUNNING,,60,3,57,4.2,775,769,6,0.95,0.9525,0.9925,0.8981,0
MET-EQ-SMT-L02-RFL01-20260720-19,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T19:00:00+08:00,RUNNING,,60,2,58,4.2,762,753,9,0.9667,0.9198,0.9889,0.8793,0
MET-EQ-SMT-L02-RFL01-20260720-20,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T20:00:00+08:00,RUNNING,,60,2,58,4.2,811,803,8,0.9667,0.9789,0.9905,0.9373,0
MET-EQ-SMT-L02-RFL01-20260720-21,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T21:00:00+08:00,RUNNING,,60,3,57,4.2,754,750,4,0.95,0.9271,0.996,0.8772,0
MET-EQ-SMT-L02-RFL01-20260720-22,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T22:00:00+08:00,RUNNING,,60,4,56,4.2,765,756,9,0.9333,0.9567,0.9889,0.883,0
MET-EQ-SMT-L02-RFL01-20260720-23,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-20,2026-07-20T23:00:00+08:00,RUNNING,,60,1,59,4.2,809,800,9,0.9833,0.9605,0.9892,0.9343,0
MET-EQ-SMT-L02-RFL01-20260721-00,PL-SMT-02,EQ-SMT-L02-RFL01,2026-07-21,2026-07-21T00:00:00+08:00,RUNNING,,60,3,57,4.2,776,774,2,0.95,0.9538,0.9986,0.9048,0
